,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
680,GMC,Sierra 4WD,A-8,2.7L,4cyl,19,18,20,"$2,500",3,"['T', 'C.', 'D.', '3-Mode', 'SS']",2021
681,GMC,Sierra 4WD,A-10,3.0L,6cyl,24,22,26,"$2,250",4,"['D', 'T', 'SS']",2021
682,GMC,Sierra 4WD,A-6,4.3L,6cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
683,GMC,Sierra 4WD,A-10,5.3L,8cyl,19,16,22,"$2,500",3,"['C.', 'D.', 'SS']",2021
684,GMC,Sierra 4WD,A-10,5.3L,8cyl,18,15,21,"$2,650",3,"['C.', 'D.']",2021
685,GMC,Sierra 4WD,A-6,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
686,GMC,Sierra 4WD,A-6,5.3L,8cyl,16,14,20,"$2,950",2,[],2021
687,GMC,Sierra 4WD,A-6,5.3L,8cyl,16,14,18,"$2,950",2,"['Gas', 'C.', 'D.']",2021
688,GMC,Sierra 4WD,A-8,5.3L,8cyl,18,16,21,"$2,650",3,"['C.', 'D.', 'SS']",2021
689,GMC,Sierra 4WD,A-8,5.3L,8cyl,16,14,20,"$2,950",2,['SS'],2021
690,GMC,Sierra 4WD,A-10,6.2L,8cyl,17,16,20,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
691,GMC,Sierra 4WD,A-10,6.2L,8cyl,16,15,20,"$3,800",2,"['PR', 'C.', 'D.']",2021
692,GMC,Sierra 4WD AT4,A-10,3.0L,6cyl,24,22,26,"$2,250",4,"['D', 'T', 'SS']",2021
693,GMC,Sierra 4WD AT4,A-10,5.3L,8cyl,18,16,21,"$2,650",3,"['C.', 'D.', 'SS']",2021
694,GMC,Sierra 4WD AT4,A-10,5.3L,8cyl,17,15,21,"$2,800",3,"['C.', 'D.']",2021
695,GMC,Sierra 4WD AT4,A-6,5.3L,8cyl,16,14,18,"$2,950",2,"['C.', 'D.']",2021
696,GMC,Sierra 4WD AT4,A-8,5.3L,8cyl,18,16,21,"$2,650",3,"['C.', 'D.', 'SS']",2021
697,GMC,Sierra 4WD AT4,A-8,5.3L,8cyl,16,14,20,"$2,950",2,['SS'],2021
698,GMC,Sierra 4WD AT4,A-10,6.2L,8cyl,17,15,19,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
699,GMC,Sierra 4WD AT4,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
700,HONDA,Ridgeline AWD,A-S9,3.5L,6cyl,21,18,24,"$2,250",4,"['C.', 'D.']",2021
701,JEEP,Gladiator 4WD,A-8,3.6L,6cyl,19,17,22,"$2,500",3,['SS'],2021
702,JEEP,Gladiator 4WD,M-6,3.6L,6cyl,19,16,23,"$2,500",3,['SS'],2021
703,JEEP,Gladiator EcoDiesel 4WD,A-8,3.0L,6cyl,24,22,28,"$2,250",4,"['D', 'T', 'SS']",2021
704,JEEP,Gladiator Rubicon EcoDiesel 4WD,A-8,3.0L,6cyl,24,21,27,"$2,250",4,"['D', 'T', 'SS']",2021
705,NISSAN,Frontier 4WD,A-S9,3.8L,6cyl,19,17,23,"$2,500",3,['PT4'],2021
706,NISSAN,Titan 4WD,A-S9,5.6L,8cyl,18,15,21,"$3,400",3,"['P', 'PT4']",2021
707,NISSAN,Titan 4WD PRO-4X,A-S9,5.6L,8cyl,17,15,20,"$3,600",3,"['P', 'PT4']",2021
708,RAM,1500 4WD,A-8,3.0L,6cyl,24,21,29,"$2,250",4,"['D', 'T', 'SS']",2021
709,RAM,1500 4WD,A-8,3.6L,6cyl,21,19,24,"$2,250",4,"['MHEV', 'SS']",2021
710,RAM,1500 4WD,A-8,5.7L,8cyl,19,17,22,"$2,950",3,"['Mid', 'C.', 'D.', 'MHEV', 'SS']",2021
711,RAM,1500 4WD,A-8,5.7L,8cyl,17,15,21,"$3,300",3,"['Mid', 'C.', 'D.']",2021
712,RAM,1500 Classic 4WD,A-8,3.6L,6cyl,19,16,23,"$2,500",3,[],2021
713,RAM,1500 Classic 4WD,A-8,5.7L,8cyl,17,15,21,"$3,300",3,"['Mid', 'C.', 'D.']",2021
714,RAM,1500 TRX 4WD,A-8,6.2L,8cyl,12,10,14,"$5,100",1,"['P', 'S']",2021
715,TOYOTA,Tundra 4WD,A-S6,5.7L,8cyl,14,13,17,"$3,400",1,['PT4'],2021
716,FORD,Transit T150 Wagon 2WD FFV,A-S10,3.5L,6cyl,16,15,19,"$2,950",2,['Gas'],2021
717,FORD,Transit T150 Wagon 4WD FFV,A-S10,3.5L,6cyl,16,14,18,"$2,950",2,['Gas'],2021
718,CADILLAC,XT5 Hearse FWD,A-S9,2.0L,4cyl,21,20,23,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
719,CADILLAC,XT5 Limo FWD,A-S9,2.0L,4cyl,21,20,23,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
720,CHEVROLET,Silverado Cab Chassis 2WD,A-6,4.3L,6cyl,17,15,19,"$2,800",3,"['C.', 'D.']",2021
721,CHEVROLET,Silverado Cab Chassis 2WD,A-6,5.3L,8cyl,15,14,18,"$3,150",2,"['C.', 'D.']",2021
722,CHEVROLET,Silverado Cab Chassis 2WD,A-6,5.3L,8cyl,14,13,18,"$3,400",1,[],2021
723,FORD,Ranger 2WD Incomplete,A-S10,2.3L,4cyl,18,19,18,"$2,650",3,"['T', 'SS']",2021
724,FORD,Transit Connect USPS,A-S6,2.5L,4cyl,22,20,27,"$2,150",4,[],2021
725,FORD,Transit Connect Van FFV,A-S8,2.0L,4cyl,25,24,27,"$1,900",5,"['Gas', 'SS']",2021
726,FORD,Transit Connect Van FWD,A-S8,2.0L,4cyl,25,24,27,"$1,900",5,['SS'],2021
727,FORD,Transit Connect Van FWD,A-S6,2.5L,4cyl,22,20,27,"$2,150",4,[],2021
728,FORD,Transit Connect Wagon LWB FFV,A-S8,2.0L,4cyl,26,24,29,"$1,850",5,"['Gas', 'SS']",2021
729,FORD,Transit Connect Wagon LWB FWD,A-S8,2.0L,4cyl,26,24,29,"$1,850",5,['SS'],2021
730,FORD,Transit Connect Wagon LWB FWD,A-S6,2.5L,4cyl,22,20,26,"$2,150",4,[],2021
731,GMC,Sierra Cab Chassis 2WD,A-6,4.3L,6cyl,17,15,19,"$2,800",3,"['C.', 'D.']",2021
732,GMC,Sierra Cab Chassis 2WD,A-6,5.3L,8cyl,15,14,18,"$3,150",2,"['C.', 'D.']",2021
733,GMC,Sierra Cab Chassis 2WD,A-6,5.3L,8cyl,14,13,18,"$3,400",1,[],2021
734,MERCEDES-BENZ,GLA250,AM-8,2.0L,4cyl,28,25,34,"$2,200",6,"['PR', 'T', 'SS']",2021
735,MERCEDES-BENZ,GLB250,AM-8,2.0L,4cyl,26,23,31,"$2,350",5,"['PR', 'T', 'SS']",2021
736,MERCEDES-BENZ,Metris (Cargo Van),A-9,2.0L,4cyl,21,19,23,"$2,900",4,"['PR', 'T']",2021
737,MERCEDES-BENZ,"Metris (Cargo Van, LWB)",A-9,2.0L,4cyl,21,19,23,"$2,900",4,"['PR', 'T']",2021
738,MERCEDES-BENZ,Metris (Passenger Van),A-9,2.0L,4cyl,19,18,22,"$3,200",3,"['PR', 'T']",2021
739,NISSAN,NV200 Cargo Van,AV,2.0L,4cyl,25,24,26,"$1,900",5,[],2021
740,RAM,Promaster City,A-9,2.4L,4cyl,24,21,28,"$2,000",5,[],2021
741,CADILLAC,XT5 Hearse AWD,A-S9,2.0L,4cyl,21,20,23,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
742,CADILLAC,XT5 Limo AWD,A-S9,2.0L,4cyl,21,20,23,"$2,900",4,"['PR', 'T', 'C.', 'D.', 'SS']",2021
743,CHEVROLET,Silverado Cab Chassis 4WD,A-6,4.3L,6cyl,15,14,16,"$3,150",2,"['C.', 'D.']",2021
744,CHEVROLET,Silverado Cab Chassis 4WD,A-6,5.3L,8cyl,15,14,17,"$3,150",2,"['C.', 'D.']",2021
745,CHEVROLET,Silverado Cab Chassis 4WD,A-6,5.3L,8cyl,14,13,17,"$3,400",1,[],2021
746,GMC,Sierra Cab Chassis 4WD,A-6,4.3L,6cyl,15,14,16,"$3,150",2,"['C.', 'D.']",2021
747,GMC,Sierra Cab Chassis 4WD,A-6,5.3L,8cyl,15,14,17,"$3,150",2,"['C.', 'D.']",2021
748,GMC,Sierra Cab Chassis 4WD,A-6,5.3L,8cyl,14,13,17,"$3,400",1,[],2021
749,CHRYSLER,Pacica,A-9,3.6L,6cyl,22,19,28,"$2,150",4,[],2021
750,CHRYSLER,Voyager,A-9,3.6L,6cyl,22,19,28,"$2,150",4,[],2021
751,HONDA,Odyssey,A-S10,3.5L,6cyl,22,19,28,"$2,150",4,"['C.', 'D.', 'SS']",2021
752,KIA,Sedona,A-S8,3.3L,6cyl,21,18,24,"$2,250",4,[],2021
753,TOYOTA,Sienna Hybrid 2WD,AV-S6,2.5L,4cyl,36,36,36,"$1,300",8,"['HEV', 'SS']",2021
754,CHRYSLER,Pacica AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,[],2021
755,TOYOTA,Sienna Hybrid AWD,AV-S6,2.5L,4cyl,35,35,36,"$1,350",7,"['HEV', 'SS']",2021
756,ACURA,RDX FWD,A-S10,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'SS']",2021
757,ACURA,RDX FWD A-SPEC,A-S10,2.0L,4cyl,24,22,27,"$2,550",5,"['P', 'T', 'SS']",2021
758,ALFA ROMEO,Stelvio,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'SS']",2021
759,BMW,X3 sDrive30i,A-S8,2.0L,4cyl,27,25,29,"$2,250",6,"['P', 'T', 'SS']",2021
760,BUICK,Encore FWD,A-S6,1.4L,4cyl,27,24,32,"$1,750",6,"['T', 'SIDI']",2021
761,BUICK,Encore FWD,A-S6,1.4L,4cyl,27,25,30,"$1,750",6,['T'],2021
762,BUICK,Encore GX FWD,AV,1.2L,3cyl,29,28,31,"$1,650",6,"['T', 'SS']",2021
763,BUICK,Encore GX FWD,AV,1.3L,3cyl,31,30,32,"$1,550",7,"['T', 'SS']",2021
764,BUICK,Envision FWD,A-S9,2.0L,4cyl,26,24,31,"$1,850",5,"['T', 'C.', 'D.', 'SS']",2021
765,CADILLAC,XT4 FWD,A-S9,2.0L,4cyl,26,24,30,"$2,350",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
766,CADILLAC,XT5 FWD,A-S9,2.0L,4cyl,24,22,29,"$2,550",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
767,CADILLAC,XT5 FWD,A-S9,3.6L,6cyl,21,19,26,"$2,250",4,"['C.', 'D.', 'SS']",2021
768,CADILLAC,XT6 FWD,A-S9,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
769,CADILLAC,XT6 FWD,A-S9,3.6L,6cyl,21,19,26,"$2,250",4,"['C.', 'D.', 'SS']",2021
770,CHEVROLET,Blazer FWD,A-9,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'C.', 'D.', 'SS']",2021
771,CHEVROLET,Blazer FWD,A-S9,2.5L,4cyl,23,21,27,"$2,050",5,[],2021
772,CHEVROLET,Blazer FWD,A-9,3.6L,6cyl,22,20,27,"$2,150",4,"['C.', 'D.', 'SS']",2021
773,CHEVROLET,Equinox FWD,A-6,1.5L,4cyl,28,26,31,"$1,700",6,"['T', 'SS']",2021
774,CHEVROLET,Trailblazer FWD,AV,1.2L,3cyl,29,28,31,"$1,650",6,"['T', 'SS']",2021
775,CHEVROLET,Trailblazer FWD,AV,1.3L,3cyl,31,29,33,"$1,550",7,"['T', 'SS']",2021
776,CHEVROLET,Trax FWD,A-S6,1.4L,4cyl,27,24,32,"$1,750",6,"['T', 'SIDI']",2021
777,CHEVROLET,Trax FWD,A-S6,1.4L,4cyl,28,26,31,"$1,700",6,['T'],2021
778,FORD,EcoSport FWD,A-S6,1.0L,3cyl,28,27,29,"$1,700",6,"['T', 'SS']",2021
779,FORD,Edge FWD,A-8,2.0L,4cyl,24,21,29,"$2,000",5,"['T', 'SS']",2021
780,FORD,Escape FWD,A-8,1.5L,3cyl,30,28,34,"$1,600",6,"['T', 'C.', 'D.', 'SS']",2021
781,FORD,Escape FWD HEV,AV,2.5L,4cyl,41,44,37,"$1,150",8,"['HEV', 'SS']",2021
782,GENESIS,GV80 RWD,A-S8,2.5L,4cyl,23,21,25,"$2,650",5,"['P', 'T', 'SS']",2021
783,GMC,Terrain FWD,A-9,1.5L,4cyl,27,25,30,"$1,750",6,"['T', 'SS']",2021
784,HONDA,CR-V FWD,AV,1.5L,4cyl,30,28,34,"$1,600",6,['T'],2021
785,HONDA,Passport FWD,A-S9,3.5L,6cyl,22,20,25,"$2,150",4,"['C.', 'D.']",2021
786,HONDA,Pilot FWD,A-S9,3.5L,6cyl,23,20,27,"$2,050",5,"['C.', 'D.']",2021
787,HYUNDAI,Kona FWD,AM-7,1.6L,4cyl,30,28,32,"$1,600",6,['T'],2021
788,HYUNDAI,Kona FWD,A-S6,2.0L,4cyl,30,27,33,"$1,600",6,[],2021
789,A-1 61 65/58 NA 10 H FCV,Santa Fe FWD,A-S8,2.5L,4cyl,26,25,28,"$1,850",5,['SS'],2021
790,A-1 61 65/58 NA 10 H FCV,Santa Fe FWD,AM-S8,2.5L,4cyl,25,22,28,"$1,900",5,"['T', 'SS']",2021
791,A-1 61 65/58 NA 10 H FCV,Tucson FWD,A-S6,2.0L,4cyl,25,23,28,"$1,900",5,[],2021
792,A-1 61 65/58 NA 10 H FCV,Tucson FWD,A-S6,2.4L,4cyl,25,22,28,"$1,900",5,[],2021
793,INFINITI,QX50,AV-S8,2.0L,4cyl,26,23,29,"$2,350",5,"['PR', 'T']",2021
794,JEEP,Cherokee FWD,A-9,2.0L,4cyl,26,23,31,"$1,850",5,"['T', 'SS']",2021
795,JEEP,Cherokee FWD,A-9,2.4L,4cyl,25,22,31,"$1,900",5,['SS'],2021
796,JEEP,Cherokee FWD,A-9,3.2L,6cyl,23,20,29,"$2,050",5,['SS'],2021
797,JEEP,Compass FWD,A-6,2.4L,4cyl,25,22,31,"$1,900",5,['SS'],2021
798,JEEP,Renegade 2WD,A-9,1.3L,4cyl,27,24,32,"$1,750",6,"['T', 'SS']",2021
799,JEEP,Renegade 2WD,A-9,2.4L,4cyl,25,22,30,"$1,900",5,[],2021
800,KIA,Seltos FWD,AV-S8,2.0L,4cyl,31,29,34,"$1,550",7,['SS'],2021
801,KIA,Sorento FWD,A-S8,2.5L,4cyl,26,24,29,"$1,850",5,['SS'],2021
802,KIA,Sorento FWD,AM-S8,2.5L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2021
803,KIA,Sorento Hybrid,AM-S6,1.6L,4cyl,37,39,35,"$1,300",8,"['T', 'HEV', 'SS']",2021
804,KIA,Sportage FWD,A-S6,2.0L,4cyl,23,20,28,"$2,050",5,['T'],2021
805,KIA,Sportage FWD,A-S6,2.4L,4cyl,26,23,30,"$1,850",5,[],2021
806,KIA,Telluride FWD,A-S8,3.8L,6cyl,23,20,26,"$2,050",5,['SS'],2021
807,LEXUS,NX 300,A-S6,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T']",2021
808,LEXUS,RX 350,A-S8,3.5L,6cyl,23,20,27,"$2,050",5,[],2021
809,LEXUS,RX 350 L,A-S8,3.5L,6cyl,22,19,26,"$2,150",4,[],2021
810,LINCOLN,Corsair FWD,A-S8,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']",2021
811,LINCOLN,Nautilus FWD,A-8,2.0L,4cyl,23,21,26,"$2,050",5,"['T', 'SS']",2021
812,LINCOLN,Nautilus FWD,A-S8,2.0L,4cyl,23,21,26,"$2,050",5,"['T', 'SS']",2021
813,MAZDA,CX-30 2WD,A-S6,2.5L,4cyl,28,25,33,"$1,700",6,[],2021
814,MAZDA,CX-30 2WD,A-S6,2.5L,4cyl,28,25,33,"$1,700",6,"['C.', 'D.']",2021
815,MAZDA,CX-5 2WD,A-S6,2.5L,4cyl,28,25,31,"$1,700",6,"['C.', 'D.']",2021
816,MAZDA,CX-5 2WD,A-S6,2.5L,4cyl,25,23,28,"$1,900",5,['T'],2021
817,MAZDA,CX-9 2WD,A-S6,2.5L,4cyl,24,22,28,"$2,000",5,['T'],2021
818,MERCEDES-BENZ,GLC300,A-9,2.0L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'SS']",2021
819,MITSUBISHI,Outlander Sport 2WD,AV-S6,2.0L,4cyl,27,24,30,"$1,750",6,[],2021
820,MITSUBISHI,Outlander Sport 2WD,AV-S6,2.4L,4cyl,25,23,29,"$1,900",5,[],2021
821,NISSAN,Rogue FWD,AV-S8,1.5L,3cyl,33,30,37,"$1,450",7,['T'],2021
822,NISSAN,Rogue FWD,AV-S8,2.5L,4cyl,30,27,35,"$1,600",6,[],2021
823,NISSAN,Rogue FWD SV/SL/Platinum,AV-S8,2.5L,4cyl,29,26,34,"$1,650",6,[],2021
824,NISSAN,Rogue FWD SL/Platinum,AV-S8,1.5L,3cyl,32,30,36,"$1,500",7,['T'],2021
825,TOYOTA,Highlander,A-S8,3.5L,6cyl,24,21,29,"$2,000",5,['SS'],2021
826,TOYOTA,Highlander,A-S8,3.5L,6cyl,23,20,28,"$2,050",5,[],2021
827,TOYOTA,Highlander Hybrid,AV-S6,2.5L,4cyl,36,36,35,"$1,300",8,"['HEV', 'SS']",2021
828,TOYOTA,RAV4,A-S8,2.5L,4cyl,30,28,35,"$1,600",6,['SS'],2021
829,TOYOTA,RAV4,A-S8,2.5L,4cyl,30,27,35,"$1,600",6,[],2021
830,VOLKSWAGEN,Atlas,A-S8,2.0L,4cyl,22,21,24,"$2,150",4,"['T', 'SS']",2021
831,VOLKSWAGEN,Atlas,A-S8,3.6L,6cyl,19,17,23,"$2,500",3,['SS'],2021
832,VOLKSWAGEN,Atlas Cross Sport,A-S8,2.0L,4cyl,22,21,24,"$2,150",4,"['T', 'SS']",2021
833,VOLKSWAGEN,Atlas Cross Sport,A-S8,3.6L,6cyl,20,18,23,"$2,400",4,['SS'],2021
834,VOLKSWAGEN,Tiguan,A-S8,2.0L,4cyl,25,23,29,"$1,900",5,"['T', 'SS']",2021
835,VOLVO,XC40 FWD,A-S8,2.0L,4cyl,26,23,32,"$1,850",5,"['T', 'SS']",2021
836,VOLVO,XC60 FWD,A-S8,2.0L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'SS']",2021
837,ACURA,RDX AWD,A-S10,2.0L,4cyl,23,21,27,"$2,650",5,"['P', 'T', 'SS']",2021
838,ACURA,RDX AWD A-SPEC,A-S10,2.0L,4cyl,23,21,26,"$2,650",5,"['P', 'T', 'SS']",2021
839,ALFA ROMEO,Stelvio AWD,A-8,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'SS']",2021
840,ALFA ROMEO,Stelvio AWD,A-8,2.9L,6cyl,19,17,23,"$3,200",3,"['P', 'T', 'C.', 'D.', 'SS']",2021
841,AUDI,Q3 quattro,A-S8,2.0L,4cyl,25,22,30,"$1,900",5,"['T', 'SS']",2021
842,AUDI,Q3 S-line quattro,A-S8,2.0L,4cyl,23,20,28,"$2,050",5,"['T', 'SS']",2021
843,Q5,Q3 S-line quattro,AM-S7,2.0L,4cyl,25,23,28,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2021
844,Q5,Q5 Sportback,AM-S7,2.0L,4cyl,25,23,28,"$2,450",5,"['P', 'T', 'MHEV', 'SS']",2021
845,Q5,SQ5,A-S8,3.0L,6cyl,20,18,24,"$3,050",4,"['P', 'T', 'SS']",2021
846,Q5,SQ5 Sportback,A-S8,3.0L,6cyl,20,18,24,"$3,050",4,"['P', 'T', 'SS']",2021
847,BMW,X3 M,A-S8,3.0L,6cyl,16,14,19,"$3,800",2,"['P', 'T', 'SS']",2021
848,BMW,X3 M Competition,A-S8,3.0L,6cyl,16,14,19,"$3,800",2,"['P', 'T', 'SS']",2021
849,BMW,X3 M40i,A-S8,3.0L,6cyl,23,21,27,"$2,650",5,"['P', 'T', 'SS']",2021
850,BMW,X3 xDrive30i,A-S8,2.0L,4cyl,25,23,29,"$2,450",5,"['P', 'T', 'SS']",2021
851,BMW,X4 M,A-S8,3.0L,6cyl,16,14,19,"$3,800",2,"['P', 'T', 'SS']",2021
852,BMW,X4 M Competition,A-S8,3.0L,6cyl,16,14,19,"$3,800",2,"['P', 'T', 'SS']",2021
853,BMW,X4 M40i,A-S8,3.0L,6cyl,23,21,27,"$2,650",5,"['P', 'T', 'SS']",2021
854,BMW,X4 xDrive30i,A-S8,2.0L,4cyl,25,23,29,"$2,450",5,"['P', 'T', 'SS']",2021
855,BUICK,Encore AWD,A-S6,1.4L,4cyl,26,23,30,"$1,850",5,"['T', 'SIDI']",2021
856,BUICK,Encore AWD,A-S6,1.4L,4cyl,26,24,29,"$1,850",5,['T'],2021
857,BUICK,Encore GX AWD,A-9,1.3L,3cyl,28,26,29,"$1,700",6,"['T', 'SS']",2021
858,BUICK,Envision AWD,A-S9,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'C.', 'D.', 'SS']",2021
859,CADILLAC,XT4 AWD,A-S9,2.0L,4cyl,24,22,29,"$2,550",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
860,CADILLAC,XT5 AWD,A-S9,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
861,CADILLAC,XT5 AWD,A-S9,3.6L,6cyl,21,18,26,"$2,250",4,"['C.', 'D.', 'SS']",2021
862,CADILLAC,XT6 AWD,A-S9,2.0L,4cyl,23,21,26,"$2,650",5,"['PR', 'T', 'C.', 'D.', 'SS']",2021
863,CADILLAC,XT6 AWD,A-S9,3.6L,6cyl,21,18,25,"$2,250",4,"['C.', 'D.', 'SS']",2021
864,CHEVROLET,Blazer AWD,A-9,2.0L,4cyl,24,22,27,"$2,000",5,"['T', 'C.', 'D.', 'SS']",2021
865,CHEVROLET,Blazer AWD,A-9,3.6L,6cyl,21,19,26,"$2,250",4,"['C.', 'D.', 'SS']",2021
866,CHEVROLET,Equinox AWD,A-6,1.5L,4cyl,27,25,30,"$1,750",6,"['T', 'SS']",2021
867,CHEVROLET,Trailblazer AWD,A-9,1.3L,3cyl,28,26,30,"$1,700",6,"['T', 'SS']",2021
868,CHEVROLET,Trax AWD,A-S6,1.4L,4cyl,26,23,30,"$1,850",5,"['T', 'SIDI']",2021
869,CHEVROLET,Trax AWD,A-S6,1.4L,4cyl,26,24,29,"$1,850",5,['T'],2021
870,FIAT,500X AWD,A-9,1.3L,4cyl,26,24,30,"$1,850",5,"['T', 'SS']",2021
871,FORD,Bronco 4WD,A-S10,2.3L,4cyl,21,20,22,"$2,250",4,"['T', 'PT4', 'SS']",2021
872,FORD,Bronco 4WD,M-7,2.3L,4cyl,21,20,22,"$2,250",4,"['T', 'PT4', 'SS']",2021
873,FORD,Bronco 4WD,A-S10,2.7L,6cyl,19,18,20,"$2,500",3,"['T', 'PT4', 'SS']",2021
874,FORD,Bronco Badlands 4WD,A-S10,2.3L,4cyl,17,18,17,"$2,800",3,"['T', 'PT4', 'SS']",2021
875,FORD,Bronco Badlands 4WD,M-7,2.3L,4cyl,17,16,18,"$2,800",3,"['T', 'PT4', 'SS']",2021
876,FORD,Bronco Badlands 4WD,A-S10,2.7L,6cyl,17,17,18,"$2,800",3,"['T', 'PT4', 'SS']",2021
877,FORD,Bronco Black Diamond 4WD,A-S10,2.3L,4cyl,18,18,18,"$2,650",3,"['T', 'PT4', 'SS']",2021
878,FORD,Bronco Black Diamond 4WD,M-7,2.3L,4cyl,18,17,19,"$2,650",3,"['T', 'PT4', 'SS']",2021
879,FORD,Bronco Sasquatch 4WD,A-S10,2.3L,4cyl,18,18,18,"$2,650",3,"['T', 'PT4', 'SS']",2021
880,FORD,Bronco Sasquatch 4WD,A-S10,2.7L,6cyl,17,17,17,"$2,800",3,"['T', 'PT4', 'SS']",2021
881,FORD,Bronco Sport 4WD,A-8,1.5L,3cyl,26,25,28,"$1,850",5,"['T', 'C.', 'D.', 'SS']",2021
882,FORD,Bronco Sport 4WD,A-S8,2.0L,4cyl,23,21,26,"$2,050",5,"['T', 'PT4', 'SS']",2021
883,FORD,EcoSport AWD,A-S6,2.0L,4cyl,25,23,29,"$1,900",5,['SS'],2021
884,FORD,Edge AWD,A-8,2.0L,4cyl,23,21,28,"$2,050",5,"['T', 'SS']",2021
885,FORD,Edge AWD,A-S8,2.0L,4cyl,23,20,28,"$2,050",5,"['T', 'SS']",2021
886,FORD,Edge AWD,A-S8,2.7L,6cyl,21,19,25,"$2,250",4,"['T', 'SS']",2021
887,FORD,Escape AWD,A-8,1.5L,3cyl,28,26,31,"$1,700",6,"['T', 'C.', 'D.', 'SS']",2021
888,FORD,Escape AWD,A-8,2.0L,4cyl,26,23,31,"$1,850",5,"['T', 'SS']",2021
889,FORD,Escape AWD HEV,AV,2.5L,4cyl,40,43,37,"$1,200",8,"['PT4', 'HEV', 'SS']",2021
890,GMC,Terrain AWD,A-9,1.5L,4cyl,26,25,28,"$1,850",5,"['T', 'SS']",2021
891,HONDA,CR-V AWD,AV,1.5L,4cyl,29,27,32,"$1,650",6,['T'],2021
892,HONDA,CR-V Hybrid AWD,AV,2.0L,4cyl,38,40,35,"$1,250",8,"['HEV', 'SS']",2021
893,HONDA,Passport AWD,A-S9,3.5L,6cyl,21,19,24,"$2,250",4,"['C.', 'D.']",2021
894,HONDA,Pilot AWD,A-S9,3.5L,6cyl,22,19,26,"$2,150",4,"['C.', 'D.']",2021
895,HYUNDAI,Kona AWD,AM-7,1.6L,4cyl,27,26,29,"$1,750",6,['T'],2021
896,HYUNDAI,Kona AWD,A-S6,2.0L,4cyl,27,25,30,"$1,750",6,[],2021
897,HYUNDAI,Santa Fe AWD,A-S8,2.5L,4cyl,24,22,25,"$2,000",5,['SS'],2021
898,HYUNDAI,Santa Fe AWD,AM-S8,2.5L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2021
899,HYUNDAI,Santa Fe Hybrid,AM-S6,1.6L,4cyl,32,33,30,"$1,500",7,"['T', 'HEV', 'SS']",2021
900,HYUNDAI,Santa Fe Hybrid Blue,AM-S6,1.6L,4cyl,34,36,31,"$1,400",7,"['T', 'HEV', 'SS']",2021
901,HYUNDAI,Tucson AWD,A-S6,2.0L,4cyl,23,22,25,"$2,050",5,[],2021
902,HYUNDAI,Tucson AWD,A-S6,2.4L,4cyl,23,21,26,"$2,050",5,[],2021
903,INFINITI,QX50 AWD,AV-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T']",2021
904,JAGUAR,E-Pace,A-S9,2.0L,4cyl,23,20,26,"$2,650",5,"['P', 'T', 'SS']",2021
905,JAGUAR,E-Pace MHEV,A-S9,2.0L,4cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2021
906,JAGUAR,F-Pace,A-S8,2.0L,4cyl,24,22,27,"$2,550",5,"['P', 'T', 'SS']",2021
907,JAGUAR,F-Pace P340 MHEV,A-S8,3.0L,6cyl,22,20,27,"$2,800",4,"['P', 'T', 'MHEV', 'SS']",2021
908,JAGUAR,F-Pace P400 MHEV,A-S8,3.0L,6cyl,22,20,26,"$2,800",4,"['P', 'T', 'MHEV', 'SS']",2021
909,JAGUAR,F-Pace SVR,A-S8,5.0L,8cyl,18,15,22,"$3,400",3,"['P', 'S', 'SS']",2021
